gabor_sc7_filter_13,0.2648103588263953
gabor_sc5_filter_13,0.18452628940954666
gabor_sc7_filter_14,0.09744755972632345
gabor_sc3_filter_13,0.03546360276433658
mean_sc3_mean,0.02544146471105008
ndvi_sc3_mean,0.021315105924360766
ndvi_sc7_mean,0.020408625931578786
ndvi_sc5_mean,0.018649521680018856
hog_sc5_max,0.018630239233703643
lsr_sc51_line_mean,0.016826499819892118
hog_sc7_max,0.01564065849978
gabor_sc5_filter_14,0.015249503514306787
hog_sc7_kurtosis,0.011528990272342672
ndvi_sc5_variance,0.011264297901000982
sfs_sc51_w_mean,0.011184186318713917
sfs_sc31_w_mean,0.008487701215484315
sfs_sc71_max_ratio_of_orthogonal_angles,0.008112149650932939
lbpm_sc7_max,0.007355659607108353
fourier_sc71_mean,0.0071617059658558475
gabor_sc3_filter_14,0.006729404913453968
lsr_sc71_line_length,0.006216345372507528
lac_sc3_lac,0.005861034019975913
ndvi_sc7_variance,0.005786153466730872
fourier_sc31_variance,0.005462652988661415
lbpm_sc5_mean,0.00535114094410427
lsr_sc71_line_mean,0.005056259038334497
hog_sc7_mean,0.0044180410573231065
mean_sc7_variance,0.0038186756059542582
lac_sc7_lac,0.003810347166681929
lbpm_sc3_mean,0.003379244910391574
hog_sc3_max,0.0032528458912607634
lbpm_sc7_kurtosis,0.0032332139579792692
gabor_sc5_variance,0.0031871064033966415
fourier_sc71_variance,0.0031607819684586775
sfs_sc71_min_line_length,0.0031393492738268037
hog_sc7_variance,0.0030655943058379522
lsr_sc31_line_mean,0.0030338750827522062
gabor_sc3_variance,0.002851883577304092
mean_sc5_variance,0.0028445038341714693
pantex_sc7_min,0.0027830874126967805
sfs_sc71_w_mean,0.002767110688623893
hog_sc5_mean,0.0025720662003182854
sfs_sc71_max_line_length,0.0025577672803111847
sfs_sc31_std,0.0024106767465468712
gabor_sc5_filter_12,0.0023943692085064763
lsr_sc51_line_length,0.0023724785080409677
sfs_sc51_max_ratio_of_orthogonal_angles,0.002244717384259332
hog_sc5_kurtosis,0.0022428929342451576
gabor_sc5_filter_6,0.002232582836465251
ndvi_sc3_variance,0.0020741675217362345
sfs_sc71_mean,0.0020739956780236333
sfs_sc51_mean,0.002043020906388706
lsr_sc31_line_length,0.0020351757364397965
sfs_sc31_max_ratio_of_orthogonal_angles,0.0020312937006910694
hog_sc7_skew,0.0019914196908449792
lsr_sc71_line_contrast,0.0019867516588687774
sfs_sc31_mean,0.0019845611255506056
hog_sc3_variance,0.0019030011612852073
lbpm_sc7_mean,0.0018939860072475652
lbpm_sc3_kurtosis,0.0018850801307038357
lbpm_sc7_variance,0.0018437495231994215
lac_sc5_lac,0.0017992010566473236
sfs_sc51_max_line_length,0.0017979065579448493
hog_sc5_variance,0.0017892745143551583
gabor_sc3_filter_12,0.0017591709104677299
gabor_sc3_filter_10,0.0017302407010040546
lbpm_sc5_max,0.001682538666255214
lbpm_sc5_kurtosis,0.001663484169713199
gabor_sc7_variance,0.001610387373091872
pantex_sc5_min,0.0015489612174400629
hog_sc3_mean,0.0015409001493963798
fourier_sc51_variance,0.0015294178223192304
sfs_sc51_std,0.0015160779830420805
sfs_sc31_max_line_length,0.0014972375380265363
gabor_sc3_filter_6,0.0014603904604851934
lbpm_sc7_skew,0.0014456035827966744
hog_sc5_skew,0.0014349804564656044
lbpm_sc5_variance,0.0014326169017474626
gabor_sc3_filter_4,0.001408671525159802
lbpm_sc3_max,0.0013990287100008572
sfs_sc71_std,0.0013453381287791921
lsr_sc31_line_contrast,0.0013227647406562687
gabor_sc7_filter_12,0.0012966838580254244
fourier_sc51_mean,0.0012427911294852982
gabor_sc3_filter_8,0.0012418189723911273
gabor_sc7_filter_10,0.0011992997655052519
hog_sc3_kurtosis,0.0011872023320980845
lbpm_sc3_skew,0.0011817127721443425
lbpm_sc3_variance,0.0011678771858053413
gabor_sc5_filter_2,0.0010965556048093386
mean_sc3_variance,0.0010765682276493345
lsr_sc51_line_contrast,0.001062811559854178
pantex_sc3_min,0.0010508804622138522
fourier_sc31_mean,0.0010197831605210203
lbpm_sc5_skew,0.0010018736312677125
sfs_sc51_min_line_length,0.0009822596276573706
hog_sc3_skew,0.0009372717507607395
orb_sc71_variance,0.0009348604909427361
orb_sc71_mean,0.0009256718762156053
gabor_sc3_filter_2,0.0009138631570779905
gabor_sc7_mean,0.0007492196461573177
gabor_sc5_filter_4,0.00070717371739622
gabor_sc5_filter_10,0.0005763327868198067
gabor_sc5_mean,0.0005696757275426864
mean_sc7_mean,0.0005449451440773035
gabor_sc7_filter_8,0.000542963595453157
gabor_sc7_filter_11,0.0005409222670359132
orb_sc71_kurtosis,0.0005238425677594923
gabor_sc7_filter_1,0.0005232358145024497
orb_sc51_variance,0.00048749473849527567
gabor_sc7_filter_9,0.0004797176384060411
sfs_sc31_min_line_length,0.000439283165023955
gabor_sc7_filter_2,0.00042071423407851
gabor_sc7_filter_3,0.0004170872022158635
gabor_sc7_filter_4,0.00041112988457307797
gabor_sc7_filter_5,0.00040245515469841783
gabor_sc5_filter_8,0.0003861524871383838
orb_sc51_mean,0.00038216773381041113
gabor_sc5_filter_11,0.0003806496393435257
gabor_sc7_filter_7,0.00036815549218017097
gabor_sc7_filter_6,0.0003657933276910916
gabor_sc3_mean,0.0003503661759978193
gabor_sc5_filter_1,0.00034817460344063896
mean_sc5_mean,0.00033949771528273703
orb_sc31_variance,0.00033510493792856307
gabor_sc3_filter_1,0.0003200235275123214
orb_sc71_skew,0.0003054798096111975
gabor_sc5_filter_3,0.00030516446171140004
gabor_sc5_filter_9,0.0002897476317826466
gabor_sc5_filter_5,0.0002882702753739874
gabor_sc5_filter_7,0.0002732205253977386
gabor_sc3_filter_11,0.00027194650306862714
gabor_sc3_filter_5,0.0002547094617852608
gabor_sc3_filter_7,0.00025255386354632796
orb_sc31_mean,0.00024756939781380593
orb_sc31_kurtosis,0.0002475442564400062
gabor_sc3_filter_3,0.00024646202739519286
orb_sc31_skew,0.0002287380982196218
gabor_sc3_filter_9,0.0002264510357950269
orb_sc31_max,0.00022013875156260136
orb_sc71_max,0.0002160080281939436
orb_sc51_kurtosis,0.00019705291433855333
orb_sc51_max,0.00014936039739098074
orb_sc51_skew,0.00014679811295901138
